text,afraid,angry,anxious,ashamed,awkward,bored,calm,confused,disgusted,excited,frustrated,happy,jealous,nostalgic,proud,sad,satisfied,surprised
i be able to go to church yesterday and that be what really set my day to be a good day  i like when i be able to have time to establish my faith and to participate in a church service ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i work really hard at work yesterday  so much without a break that i pretty much crash when my head hit the pillow  i felt so tire that i hope i get enough sleep to reenergize myself for tomorrow ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
work be the usual gamut of occasional struggle and satisfaction when things be go well  it be be really timeconsuming  but so far a positive week for work extra hours and get a little more pay ,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0
manage to do really well at work yesterday  which be a great feel ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i felt quite excite satisfy and happy to complete my exercise routine ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
we get to go out hike after the fact  it be really nice to get some fresh air and very refresh ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i feel so proud to have such amaze friends in my life  over the past few years i have find friends that feel like family  with my friends around i feel happy an my life feel full ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
i ride my bike to work today  it be a good day every time you ride to work ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i enjoy bake scones yesterday  the recipe be a new one  a copycat of a scone i can not get at a particular store any more  and it turn out really well  and be simple to make  too   it be terrific ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i make a big dinner for myself last night  and it really hit the spot  i really enjoy and savor my meal  i think i need a good help of comfort food last night  because my day be busy and i need to replenish nutrients ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i make a steak  something i do not have often  but felt like celebrate and it be delicious  i get a porterhouse and cook it medium well on my stave top grill  i pair it with my favorite wine and have a bake potato and brussels sprout as my side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be already in happiness think of my work which make my sleep very peaceful after my partner convince me with the gift for my success at workplace ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
since i do enjoy my sleep  i be glad i felt refresh after sleep all night  i consistently use my cpap machine  which help immensely  to think i almost do not take the machine seriously  i be glad i do because it make a huge difference in my sleep ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i finally get to try a new bbq restaurant that i have be want to go to for a while it be very good better than expect ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i pray ever night for my friends and family  this give me great satisfaction and comfort that god will look after these people ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i usually enjoy watch youtube  but i have be so focus on work lately that i could not  yesterday  i would just sit there with a video play not pay attention  there be just too much to think about  i be frustrate that i could not even enjoy my little time of freedom ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
god be a salient thing because without his bless i be no one  i felt yesterday he be watch over me greatly and the result of my day be wonderful because of him ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i receive a text from a friend ask for any prayer request  it be a surprise but a good one  i felt value to know that this be something she would ask for ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
i receive a response from a possible new job  they tell me to go ahead and fill out an application because they say i be someone they be look for to join them  i be hopeful that this will turn into a good thing ,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
i be worry that i have not be exercise at the gym  i go for a walk but would have like even more moderate activity for my health ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i be happy about how my spiritual life with god have be go  i have be pray more and rest in god and feel calm and peaceful  i be satisfy in grow closer in my walk with god ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i do a lot of run and jog ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i really need to catch up on sleep so i take a nap in the middle of the day and that felt great ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i felt that god be there for me  and closer than ever before ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
after a long tire day  i decide to treat myself and order a pizza for dinner  it be delicious and i eat a bite too much ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
eat my favorite food be always a satisfy an happy time for me  it bring back good and meaningful nostalgic feel of a time when i be younger ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
i hate go to class right now  all i have be a computer class where i be rotely go through task after task without a productive end ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
we go grocery shop and i get some really good food we need and no junk this time  that make me feel good about it most  i be go to be healthy and loose weight now ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i do extra turking yesterday in addition to my regular work  and i get a wonderful surprise  i do a couple of odd type type hit and when i check e mail later i saw i earn two bonuses  one be five hundred and fifty and the next be for eight hundred and twenty-five  this be a great  work  type surprise ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i get a good night of sleep yesterday  which i need because i stay up way too late the night before ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
dinner be cream of potato soup and fresh bread  the house smell of the bread rise in the bread machine and potato soup be so easy to make yet i do not often  it bring back memories of my dad since he use to make it often when i be grow up ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
i be able to spend time with friends pray and fellowshiping last night  it be fun to hangout and encourage one another,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
make gyros for dinner  forget feta but be able to pick some up  it be great ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
i be very excite to eat my leftovers for lunch  look forward to it from the morning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
work be work  there be up and down but yesterday be good  i get a lot of things do and i have a good time occasionally have a chat with my boss about nonwork stuff  it be a good day at work ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i have a good night sleep after all the hard work and great food i have during the day ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be so thankful to be able to still work at the age of sixty-seven and have food on my table  there be so many homeless people who would love to be able to have that  some may not want to work for it and just receive a handout  which i feel each individual who be capable should work for what they have ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
all day i try to make a quote of exercise i think its the best form to get very healthy,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i have a terrible headache ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i go to olive garden with the wife for lunch  the pasta fagoli be good as usual ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
i take the time to make a home cook meal last night and it be so good  i make acorn squash with apples and sausage  get to enjoy this meal make me very satisfy because it be so tasty and very happy that it turn out so good  this meal also make me nostalgic for other time when i have make this delicious meal ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
i have a great workout today  everything flow and i felt strong  i warm up by play some basketball then run a couple of miles and then do sprint  i felt alive and work out really clear my mind today ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
my mother be older and have some health problems  i speak to her on the phone and learn that she refuse to take some medicine the doctor give her  i be frustrate because i feel like she do not want to get better ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the sleep be good,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i felt good and awake yesterday while do my daily activities  it be a very salient day and my health be in tip top shape  as far as how i felt ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the food i have be delicious  my girlfriend prepare a very nice meal  it have me ready to take on the rest of the night ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i be so far behind in my school work and i be not happy with my last grade  i think the professor be an idiot who have no idea what he be do  it feel like he be just go through the motion and that make me anxious because i want a good grade ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i be able to accomplish a big quota at work and that make me feel both satisfy and proud of myself to know that i actually accomplish what i have be work so hard for ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i sleep so good and hard like a baby it be relax and i need to get some rest so i felt so much better the next day,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i love go to bed at night and get much need rest  i be always look forward to the next day and what lie ahead ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thr aforementioned  alone time  w ith my wife last night  we make love  and as always  it be a pleasurable experience ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
exercise after a busy days felt really good  it energize me and make me somewhat proud to see that i be meet my goal for exercise  i felt very relax afterwards and be able to enjoy the rest of the even  feel better physically and mentally as a result  it help to clear my mind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
we have pizza again so tire of pizza gross,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
my dog be really well behave  she be my family and i love her so much ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
i be get old  i take nap in the afternoon  even if i only sleep for twenty minutes it be usually good for me  that be about what it be yesterday  just that little bite of sleep get me go for the rest of the day ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
i be able to finish all of my work quickly with no errors  after i have some time to myself to be able to do what i want ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i really appreciate the food i eat yesterday  lunch be my favorite part of the meal  i consider how i eat much more healthier now  i eat a veggie wrap which be absolutely delicious  i have feel of be calm since i always feel serene when i eat a good and healthy meal ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
i take a nap and have a very good rest ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i make a really nice dinner of fresh bake potatoes with vegetarian mexican season bean and avocado  it be a really healthy meal and my vegan son enjoy it  i be proud that i be able to come up with it off the cuff and that it turn out so well ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
we have leave over spaghetti and meat ball for dinner with garlic toast  it be very good and it make me feel calm and happy ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
i do not usually get enough sleep so it be always good when i can get to bed a little early and try to catch up ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i do not sleep well  it felt as though i be stress out all night  i keep wake up and feel like i need to get up and do something  i could not think of anything to do  so i keep try to go back to sleep ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i manage to finish my work relatively early for the day  i be glad because this open up free time for me to do some after work self study with web development  my day be tire  but i felt reward from what i be able to accomplish  i felt like i put in a fulfil workday that be pack with work to keep me feel busy without feel overwhelm ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
i cook a fairly involve dinner last night  i usually do not really cook at all  but i devote a little more time to food preparation and cook last night for dinner than usual  it do not take a ton of time and be not too involve  but i be definitely happy with the final product  i be proud of myself for cook a dish and have it turn out tasty  it look and taste good  plus it do not take a ton of time  i be happy with the result ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
i make breakfast and lunch for my family yesterday and we have leftovers at dinner ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
i be so tire when we get home last night that i be in bed and asleep by eight hundred and thirty pm  fall asleep when i be so tire be sometimes a little difficult  but last night i just drift easily off  what a nice way to end the day and prepare for the next  i be so happy that i do not have sleep problems ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
recently food a great chili recipe  it use cook pot roast and a can of beer  it be really comfort food ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
i have a couple of good meals yesterday that help me feel a bite better from be sick lately,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
